"Speciality","contract","Check_Type","LicenseNumber","LocationNumber","FacInstanceId","FacilityType","FacilityName","FacilityStatus","LocationAddress","LocationCity","LocationState","LocationZipCode","LocationCounty","MailAddress","MailCity","MailState","MailZipCode","TelephoneNmbr","FaxNmbr","ConfidentialFaxNmbr","RCSRegionUnit","SpecialityCode","ContractCode","FacilityPOC","LicensedBedCount","LicenseExpirationDate","CheckCompleteDate","CheckType","POCId","MemoryCertFlag","Has Reports?","Reports Location",
"None","Enhanced Adult Residential Care, Assisted Living SOW, Assisted Living Services ECS, Adult Residential Care","","1169","60000694","30462","BH  ","EVERGREEN INN, THE","OP    ","500 MAIN ST","VANCOUVER","WA","98660","Clark","500 MAIN ST","VANCOUVER","WA","98660","(360) 696-4000","","(360) 906-1537","3E","","1006XS-12 , 1002XS-12 , 1006XS-12 , 1007XS-12 ","Higdon, Kelly M.","85","4/30/2027 12:00:00 AM","","","539173","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=1169",
"None","Assisted Living SOW, Adult Residential Care","","2710","60000765","50260","BH  ","Hazel Dell Assisted Living","OP    ","7514 NE 13TH AVE","VANCOUVER","WA","98665","Clark","7514 NE 13TH AVE","VANCOUVER","WA","98665","(360) 693-2402","","(360) 693-5011","3E","","1002XS-12 , 1007XS-12 ","Tucker, Megan","75","3/31/2027 12:00:00 AM","","","977677","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2710",
"None","No Contract","","2233","60008744","42146","BH  ","Highgate Senior Living","OP    ","9803 NE Hazel Dell Ave","Vancouver","WA","98665","Clark","9803 NE Hazel Dell Ave","Vancouver","WA","98665","(360) 571-7272","","(360) 571-2368","3E","","","Bazzano, Ananda","71","8/31/2026 12:00:00 AM","","","1201921","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2233",
"None","No Contract","","2748","60009705","50274","BH  ","Lacamas Heights Memory Care","OP    ","3401 NW Lake Rd","Camas","WA","98607","Clark","3401 NW Lake Rd","Camas","WA","98607","(360) 210-5171","","(360) 210-5186","3E","","","Anca, Emanuela","36","4/30/2027 12:00:00 AM","","","1072328","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2748",
"None","Assisted Living SOW","","2720","60008870","50329","BH  ","Mallard Landing Senior Assisted Living Community","OP    ","813 SE Clark Ave","Battle ground","WA","98604","Clark","813 SE Clark Ave","Battle ground","WA","98604","(360) 687-0123","","(360) 687-2263","3E","","1002XS-12 ","Iamsamang, Mary","75","2/28/2027 12:00:00 AM","","","1190712","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2720",
"None","Assisted Living SOW","","2237","60008839","42170","BH  ","Prestige Senior Living Bridgewood","OP    ","11700 NE Angelo Dr","Vancouver","WA","98684","Clark","11700 NE Angelo Dr","Vancouver","WA","98684","(360) 254-4666","","(360) 254-4653","3E","","1002XS-12 ","Robinson, Chanthy","80","1/31/2027 12:00:00 AM","","","1075958","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2237",
"None","Enhanced Adult Residential Care, Assisted Living Services ECS","","2252","60001320","42286","BH  ","Ridgefield Living Center","OP    ","104 Pioneer St","Ridgefield","WA","98642","Clark","104 Pioneer St","Ridgefield","WA","98642","(360) 887-5066","","(360) 887-5068","3E","","1006XS-12 , 1006XS-12 ","Swindell, Leslie","38","2/28/2027 12:00:00 AM","","","750215","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2252",
"None","No Contract","","2414","60009577","44424","BH  ","Stephen's Place","OP    ","501 SE Ellsworth Rd","Vancouver","WA","98664","Clark","501 SE Ellsworth Rd","Vancouver","WA","98664","(360) 984-3600","","(360) 984-3614","3E","","","Stenberg Bartholomew, Heather","41","1/31/2027 12:00:00 AM","","","750074","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2414",
"None","Assisted Living SOW, Assisted Living Services ECS","","2618","60009683","47273","BH  ","Tenny Creek Assisted Living","OP    ","1520 NE 94th St","Vancouver","WA","98665","Clark","1520 NE 94th St","Vancouver","WA","98665","(360) 450-3382","","(360) 314-4069","3E","","1002XS-12 , 1006XS-12 ","Bah, Sheena H.","40","6/30/2026 12:00:00 AM","","","688013","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2618",
"None","Enhanced Adult Residential Care","","1946","60006852","38918","BH  ","The Hampton Alzheimers Community","OP    ","1617 SE Talton Ave","Vancouver","WA","98683","Clark","1617 SE Talton Ave","Vancouver","WA","98683","(360) 256-8513","(360) 256-7746","","3E","","1006XS-12 ","Roush, Angie D.","85","1/31/2027 12:00:00 AM","","","749716","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=1946",
"None","Specialized Dementia Care, Enhanced Adult Residential Care","","2227","60009571","42173","BH  ","The Hampton at Salmon Creek Memory Care Community","OP    ","2305 NE 129th Street","Vancouver","WA","98686","Clark","2305 NE 129th Street","Vancouver","WA","98686","(360) 949-7647","","(360) 949-7648","3E","","1027XS-12 , 1006XS-12 ","Garibaldi, Courtney","68","12/31/2026 12:00:00 AM","","","478131","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2227",
"None","No Contract","","2668","60009689","47916","BH  ","The Inn at University Village at Salmon Creek","OP    ","2723 NE 134th St","Vancouver","WA","98686","Clark","2723 NE 134th St","Vancouver","WA","98686","(360) 718-8911","","(360) 718-8912","3E","","","Jones, Erin M.","101","7/31/2026 12:00:00 AM","","","957445","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2668",
"None","No Contract","","2737","60009704","50138","BH  ","The Springs at The Waterfront","OP    ","1015 W Columbia Way","Vancouver","WA","98660","Clark","1015 W Columbia Way","Vancouver","WA","98660","(360) 696-9400","","","3E","","","Shaffer, Andrew","68","1/31/2027 12:00:00 AM","","","749911","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2737",
"None","No Contract","","1189","60001189","30482","BH  ","Touchmark at Fairway Village","OP    ","2911 SE Village Loop","Vancouver","WA","98683","Clark","2911 SE Village Loop","Vancouver","WA","98683","(360) 254-2866","","(360) 882-5642","3E","","","Hundal, Parabh","125","12/31/2026 12:00:00 AM","","","1069187","True","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=1189",
"None","No Contract","","2732","60001099","50151","BH  ","Trustwell Living at Evergreen Place","OP    ","2610 SE 164th Ave","Vancouver","WA","98683","Clark","2610 SE 164th Ave","Vancouver","WA","98683","(360) 254-7733","","(360) 891-8356","3E","","","Braman, Kevin","44","5/31/2027 12:00:00 AM","","","1270711","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2732",
"None","No Contract","","2733","60001087","50155","BH  ","Trustwell Living at Kent Place","OP    ","2647 NW Kent St","Camas","WA","98607","Clark","2647 NW Kent St","Camas","WA","98607","(360) 834-3988","","(360) 834-2442","3E","","","Brooks, Alissa","42","2/28/2027 12:00:00 AM","","","1152553","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2733",
"None","No Contract","","2702","60000911","50071","BH  ","Van Mall Retirement","OP    ","7808 NE 51ST ST","VANCOUVER","WA","98662","Clark","7808 NE 51ST ST","VANCOUVER","WA","98662","(360) 896-9140","","","3E","","","Cianni, Lisa","110","12/31/2026 12:00:00 AM","","","1158186","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2702",
"None","Enhanced Adult Residential Care, Assisted Living SOW","","2529","60008855","45983","BH  ","Van Vista Assisted Living","OP    ","410 W 13th St","Vancouver","WA","98660","Clark","410 W 13th St","Vancouver","WA","98660","(360) 750-4665","","(360) 750-6740","3E","","1006XS-12 , 1002XS-12 ","Bah, Sheena","97","8/31/2026 12:00:00 AM","","","1310387","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2529",
"None","Enhanced Adult Residential Care","","2738","60009706","50313","BH  ","White Oak Village Memory Care Community","OP    ","14715 NE 20th Ave","Vancouver","WA","98686","Clark","14715 NE 20th Ave","Vancouver","WA","98686","","","","3E","","1006XS-12 ","Hill, Austin","68","1/31/2027 12:00:00 AM","","","1269151","True","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2738",
"None","Enhanced Adult Residential Care, Adult Residential Care","","2653","60009552","48434","BH  ","Windsor Gardens Memory Care","OP    ","1602 NE 162nd Ave","Vancouver","WA","98684","Clark","1602 NE 162nd Ave","Vancouver","WA","98684","(360) 896-0402","","(360) 260-3863","3E","","1006XS-12 , 1007XS-12 ","Huegel, Cameron J.","12","1/31/2027 12:00:00 AM","","","465455","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2653",
"None","Assisted Living SOW, Adult Residential Care","","1028","60006992","30328","BH  ","WOODLAND ASSISTED LIVING","OP    ","310 4th St","Woodland","WA","98674","Clark","PO BOX 69","WOODLAND","WA","98674","(360) 225-9443","","(360) 225-3703","3E","","1002XS-12 , 1007XS-12 ","Settlemier, Justin D.","32","4/30/2027 12:00:00 AM","","","750294","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=1028",
"None","Enhanced Adult Residential Care, Assisted Living Services ECS, Adult Residential Care","","1180","60000839","30473","BH  ","Patit Creek Adult Residential Care","OP    ","423 W Main St","Dayton","WA","99328","Columbia","PO BOX 49","DAYTON","WA","99328","(509) 382-2410","","(509) 382-2674","1B","","1006XS-12 , 1006XS-12 , 1007XS-12 ","Roughton, Mary L.","30","8/31/2026 12:00:00 AM","","","776775","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=1180",
"None","Enhanced Adult Residential Care, EARC Medically Complex Services","","2647","60009687","47824","BH  ","Rivers Walk Assisted Living Facility LLC","OP    ","912 S 3rd St","Dayton","WA","99328","Columbia","912 S 3rd St","Dayton","WA","99328","(509) 382-8352","","(509) 593-4911","1B","","1006XS-12 , 1068XS-12 ","Carpenter, Stephanie","44","2/28/2027 12:00:00 AM","","","1014636","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2647",
"None","Specialized Dementia Care, Enhanced Adult Residential Care","","1580","60001085","30776","BH  ","CANTERBURY GARDENS","OP    ","1457 3rd Ave","Longview","WA","98632","Cowlitz","1457 3rd Ave","Longview","WA","98632","(360) 423-2200","","(360) 423-1874","3E","","1027XS-12 , 1006XS-12 ","Medack, Julie","72","2/28/2027 12:00:00 AM","","","749647","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=1580",
"None","No Contract","","1581","60000636","30777","BH  ","CANTERBURY RETIREMENT INN","OP    ","1324 3rd Ave","Longview","WA","98632","Cowlitz","1324 3rd Ave","Longview","WA","98632","(360) 425-7947","","(360) 425-7016","3E","","","Baumfalk, Leah","140","8/31/2026 12:00:00 AM","","","750067","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=1581",
"None","Assisted Living SOW","","1574","60000679","30771","BH  ","DELAWARE PLAZA RETIREMENT INN","OP    ","926 Delaware St","Longview","WA","98632","Cowlitz","926 Delaware St","Longview","WA","98632","(360) 423-3333","","(360) 423-4436","3E","","1002XS-12 ","Cronk, Shawna","108","2/28/2027 12:00:00 AM","","","608125","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=1574",
"None","Enhanced Adult Residential Care, Adult Residential Care","","2380","60008926","44194","BH  ","Kleine Enterprises DBA The Villager LLC","OP    ","420 1st Ave SW","Castle Rock","WA","98611","Cowlitz","420 1st Ave SW","Castle Rock","WA","98611","(360) 274-7944","(360) 274-7944","","3E","","1006XS-12 , 1007XS-12 ","Kleine, Mindy J.","35","6/30/2026 12:00:00 AM","","","749770","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2380",
"None","Assisted Living SOW","","1590","60008893","30782","BH  ","NEW WESTSIDE TERRACE (NWST)","OP    ","1200 17TH AVENUE","LONGVIEW","WA","98632","Cowlitz","2025 TIBBETTS DRIVE","LONGVIEW","WA","98632","(360) 423-9392","","(360) 423-9338","3E","","1002XS-12 ","Rosgen, Eric L.","56","7/31/2026 12:00:00 AM","","","496283","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=1590",
"None","Assisted Living SOW","","2238","60008838","42168","BH  ","Prestige Senior Living Monticello Park","OP    ","605 Broadway St","Longview","WA","98632","Cowlitz","605 Broadway St","Longview","WA","98632","(360) 575-1778","","(360) 575-1786","3E","","1002XS-12 ","Hammond, Kelly","95","1/31/2027 12:00:00 AM","","","812754","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2238",
"None","Assisted Living SOW","","1461","60008833","30693","BH  ","SOMERSET RETIREMENT APARTMENTS","OP    ","2025 TIBBETTS DR","LONGVIEW","WA","98632","Cowlitz","2025 TIBBETTS DR","LONGVIEW","WA","98632","(360) 423-7392","","(360) 423-0717","3E","","1002XS-12 ","Jimenez, Mariisa R.","45","3/31/2027 12:00:00 AM","","","1022135","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=1461",
"None","No Contract","","2731","60001170","50150","BH  ","Trustwell Living at Highlander Place","OP    ","114 Corduroy Rd","Kelso","WA","98626","Cowlitz","114 Corduroy Rd","Kelso","WA","98626","(360) 636-2319","","(360) 636-7756","3E","","","McCarron, Crystal R.","40","7/31/2026 12:00:00 AM","","","478985","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2731",
"None","Enhanced Adult Residential Care, Assisted Living SOW, Assisted Living Services ECS, Adult Residential Care","","2324","60005393","42339","BH  ","Amber Waves ALF LLC","OP    ","302 East Ash Street","Waterville","WA","98858","Douglas","PO Box 368","Waterville","WA","98858","(509) 745-8187","","(509) 745-8590","1G","","1006XS-12 , 1002XS-12 , 1006XS-12 , 1007XS-12 ","Skinner, June E.","15","12/31/2025 12:00:00 AM","","","531503","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2324",
"None","No Contract","","2026","60009527","39725","BH  ","BONAVENTURE OF EAST WENATCHEE","OP    ","50 29TH STREET NW","EAST WENATCHEE","WA","98802","Douglas","3425 Boone Rd., SE","SALEM","OR","97317","(509) 881-2093","(509) 884-2105","","1G","","","Fili, Kahealani R.","149","2/28/2027 12:00:00 AM","","","1120283","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2026",
"None","Assisted Living SOW","","2705","60000734","50252","BH  ","East Wenatchee Senior Living","OP    ","589 HIGHLINE DR","EAST WENATCHEE","WA","98802","Douglas","589 HIGHLINE DR","EAST WENATCHEE","WA","98802","(509) 884-3938","","(509) 884-2655","1G","","1002XS-12 ","Marcuson, Jennifer","42","12/31/2026 12:00:00 AM","","","1053704","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2705",
"None","Enhanced Adult Residential Care, Assisted Living SOW, Assisted Living Services ECS, Adult Residential Care","","2580","60000928","46794","BH  ","Kadie Glen Assisted Living","OP    ","451 North Baker Ave","East Wenatchee","WA","98802","Douglas","451 North Baker Ave","East Wenatchee","WA","98802","(509) 884-9555","","(509) 884-4012","1G","","1006XS-12 , 1002XS-12 , 1006XS-12 , 1007XS-12 ","Downs, Amber M.","64","10/31/2026 12:00:00 AM","","","445511","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2580",
"None","No Contract","","1941","60009512","30969","BH  ","KLONDIKE HILLS","OP    ","36 KLONDIKE RD","REPUBLIC","WA","991660000","Ferry","36 KLONDIKE RD","REPUBLIC","WA","991660000","(509) 775-3333","","(509) 775-8300","1B","","","Twamley, Julia","16","1/31/2027 12:00:00 AM","","","791432","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=1941",
"None","Specialized Dementia Care, Enhanced Adult Residential Care, Assisted Living Services ECS, Adult Residential Care","","2666","60009646","48854","BH  ","NorthCare Pasco","OP    ","5921 Road 60","Pasco","WA","99301","Franklin","5921 Road 60","Pasco","WA","99301","(509) 412-1777","","(509) 792-1208","1G","","1027XS-12 , 1006XS-12 , 1006XS-12 , 1007XS-12 ","BLANCO, KELSIE","69","9/30/2026 12:00:00 AM","","","156449","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2666",
"None","Specialized Dementia Care, Enhanced Adult Residential Care, Assisted Living SOW, Assisted Living Services ECS","","2549","60000904","46367","BH  ","Tri-Cities Assisted Living","OP    ","2000 N 22nd Ave","Pasco","WA","99301","Franklin","2000 N 22nd Ave","Pasco","WA","99301","(509) 539-1085","","(509) 593-1594","1G","","1027XS-12 , 1006XS-12 , 1002XS-12 , 1006XS-12 ","Hoover-Earley, Samantha","99","11/30/2026 12:00:00 AM","","","1279595","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2549",
"None","Assisted Living SOW","","2463","60008922","45020","BH  ","Avamere at Moses Lake","OP    ","8425 Aspi Blvd NE","Moses Lake","WA","98837","Grant","8425 Aspi Blvd NE","Moses Lake","WA","98837","(509) 762-9115","","(509) 762-9395","1B","","1002XS-12 ","Montoya, JODI","85","9/30/2026 12:00:00 AM","","","525478","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2463",
"None","Enhanced Adult Residential Care, Assisted Living SOW","","2524","60000736","45655","BH  ","Brookdale Hearthstone Moses Lake","OP    ","905 S Pioneer Way","Moses Lake","WA","98837","Grant","905 S Pioneer Way","Moses Lake","WA","98837","(509) 765-2121","(509) 765-4480","","1B","","1006XS-12 , 1002XS-12 ","Ahmann, Laurie","100","8/31/2026 12:00:00 AM","","","1133673","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2524",
"None","Assisted Living SOW","","1199","60001296","30492","BH  ","Garden Oasis","OP    ","200 NAT WASHINGTON WAY","Ephrata","WA","98823","Grant","200 NAT WASHINGTON WAY","Ephrata","WA","98823","(509) 754-4631","","(509) 754-6356","1G","","1002XS-12 ","YOKE, ALEXANDREA K.","32","2/28/2027 12:00:00 AM","","","441039","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=1199",
"None","WCF ALF SOW, Enhanced Adult Residential Care, Assisted Living Services ECS, Adult Residential Care","","2752","60008700","51273","BH  ","Monroe Care","OP    ","1405 S Monroe St","Moses Lake","WA","98837","Grant","1405 S Monroe St","Moses Lake","WA","98837","(509) 765-2200","","(509) 765-9622","1B","","1404XS-12 , 1006XS-12 , 1006XS-12 , 1007XS-12 ","Rhodes, Deborah D.","41","6/30/2026 12:00:00 AM","","","860224","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2752",
"None","Specialized Dementia Care, Enhanced Adult Residential Care, Assisted Living Services ECS","","2514","60008864","45604","BH  ","Summer Wood Alzheimer's Special Care Center","OP    ","830 NW Sunburst Ct","Moses Lake","WA","98837","Grant","830 NW Sunburst Ct","Moses Lake","WA","98837","(509) 764-1900","","(509) 764-4842","1B","","1027XS-12 , 1006XS-12 , 1006XS-12 ","Mikesell, Maggie","56","10/31/2026 12:00:00 AM","","","758200","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2514",
"None","Assisted Living SOW, Assisted Living Services ECS","","1716","60008760","30865","BH  ","THE CAMBRIDGE","OP    ","301 H ST SW","QUINCY","WA","98848","Grant","301 H ST SW","QUINCY","WA","98848","(509) 797-9555","","(509) 797-0205","1G","","1002XS-12 , 1002XS-12 ","COOPER, STEPHANIE D.","36","11/30/2026 12:00:00 AM","","","613442","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=1716",
"None","Specialized Dementia Care, Enhanced Adult Residential Care, Assisted Living SOW","","2148","60000618","41739","BH  ","Beehive Retirement and Assisted Living Community","OP    ","401 W Maple St","McCleary","WA","98557","Grays Harbor","401 W Maple St","McCleary","WA","98557","(360) 495-3555","","(360) 495-3903","3E","","1027XS-12 , 1006XS-12 , 1002XS-12 ","Anderson, Jeannie","61","8/31/2026 12:00:00 AM","","","1205351","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2148",
